name_1,name_2,name_3,name_4,name_5,LEAF_CAT_ID,LEAF_CAT_URL
Nhà Cửa - Đời Sống,Nội thất,Nội thất trẻ em,Thùng đựng đồ chơi,,c23670,https://tiki.vn/thung-dung-do-choi/c23670
Nhà Cửa - Đời Sống,Nội thất,Nội thất trẻ em,Nội thất trẻ em khác,,c23672,https://tiki.vn/noi-that-tre-em-khac/c23672
Nhà Cửa - Đời Sống,Nội thất,Nội thất khác,,,c23678,https://tiki.vn/noi-that-khac/c23678
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Ngoại thất sân vườn,Xích đu,,c23424,https://tiki.vn/xich-du/c23424
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Ngoại thất sân vườn,Bàn ghế,,c23430,https://tiki.vn/ban-ghe/c23430
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Ngoại thất sân vườn,Ngoại thất sân vườn khác,,c23432,https://tiki.vn/ngoai-that-san-vuon-khac/c23432
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Ngoại thất sân vườn,Kệ trang trí cây,,c23440,https://tiki.vn/ke-trang-tri-cay/c23440
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Bể bơi và phụ kiện,Bể bơi,,c23436,https://tiki.vn/be-boi/c23436
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Bể bơi và phụ kiện,Phụ kiện bể bơi,,c23438,https://tiki.vn/phu-kien-be-boi/c23438
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Dụng cụ ngoài trời khác,,,c23446,https://tiki.vn/dung-cu-ngoai-troi-khac/c23446
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Dụng cụ làm vườn,Vòi nước và phụ kiện tưới cây,,c27180,https://tiki.vn/voi-nuoc-va-phu-kien-tuoi-cay/c27180
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,"Áo mưa, ô dù và phụ kiện đi mưa",Áo mưa,,c23404,https://tiki.vn/ao-mua/c23404
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Máy xịt rửa và phụ kiện,Máy xịt rửa,,c27170,https://tiki.vn/may-xit-rua/c27170
Nhà Cửa - Đời Sống,Ngoài trời & sân vườn,Máy xịt rửa và phụ kiện,Phụ kiện máy xịt rửa,,c27172,https://tiki.vn/phu-kien-may-xit-rua/c27172
Nhà Cửa - Đời Sống,Đồ thờ cúng,Bộ đồ thờ,,,c23056,https://tiki.vn/bo-do-tho/c23056
Nhà Cửa - Đời Sống,Đồ thờ cúng,"Lư trầm, bát hương, bát nhang",,,c23058,https://tiki.vn/lu-tram-bat-huong-bat-nhang/c23058
Nhà Cửa - Đời Sống,Đồ thờ cúng,Bàn thờ,,,c23072,https://tiki.vn/ban-tho/c23072
Nhà Cửa - Đời Sống,Đồ thờ cúng,"Hương, nhang",,,c23078,https://tiki.vn/huong-nhang/c23078
Nhà Cửa - Đời Sống,Đồ thờ cúng,Phụ kiện thờ cúng,,,c23082,https://tiki.vn/phu-kien-tho-cung/c23082
Nhà Cửa - Đời Sống,Đồ dùng phòng ngủ,"Bộ ga, ra, drap",,,c23346,https://tiki.vn/bo-ga-ra-drap/c23346
Nhà Cửa - Đời Sống,Đồ dùng phòng ngủ,"Chăn, mền và phụ kiện",,,c23352,https://tiki.vn/chan-men-va-phu-kien/c23352
Nhà Cửa - Đời Sống,Đồ dùng phòng ngủ,Nệm và phụ kiện,Nệm,,c23376,https://tiki.vn/nem/c23376
Nhà Cửa - Đời Sống,Đồ dùng phòng ngủ,Nệm và phụ kiện,Phụ kiện nệm,,c23388,https://tiki.vn/phu-kien-nem/c23388
Nhà Cửa - Đời Sống,Đồ dùng phòng ngủ,"Gối, ruột gối, vỏ gối",Gối các loại,,c23362,https://tiki.vn/goi-cac-loai/c23362
Nhà Cửa - Đời Sống,Đồ dùng phòng ngủ,"Gối, ruột gối, vỏ gối",Ruột gối,,c23366,https://tiki.vn/ruot-goi/c23366
