name_1,name_2,name_3,name_4,name_5,LEAF_CAT_ID,LEAF_CAT_URL
Thể Thao - Dã Ngoại,Các môn thể thao khác,Golf,Túi Golf,,c24094,https://tiki.vn/tui-golf/c24094
Thể Thao - Dã Ngoại,Các môn thể thao khác,Golf,Banh Golf,,c24096,https://tiki.vn/banh-golf/c24096
Thể Thao - Dã Ngoại,Các môn thể thao khác,Golf,Găng tay Golf,,c24098,https://tiki.vn/gang-tay-golf/c24098
Thể Thao - Dã Ngoại,Các môn thể thao khác,Golf,Thảm tập Golf,,c24100,https://tiki.vn/tham-tap-golf/c24100
Thể Thao - Dã Ngoại,Các môn thể thao khác,Golf,Phụ kiện Golf,,c24102,https://tiki.vn/phu-kien-golf/c24102
Thể Thao - Dã Ngoại,Các môn thể thao khác,Trượt patin,Giày patin,,c24104,https://tiki.vn/giay-patin/c24104
Thể Thao - Dã Ngoại,Các môn thể thao khác,Trượt patin,Phụ kiện giày patin,,c24106,https://tiki.vn/phu-kien-giay-patin/c24106
Thể Thao - Dã Ngoại,Các môn thể thao khác,Trượt patin,Dụng cụ bảo hộ trượt patin,,c24108,https://tiki.vn/dung-cu-bao-ho-truot-patin/c24108
Thể Thao - Dã Ngoại,Các môn thể thao khác,Yoga,Thảm yoga,,c24122,https://tiki.vn/tham-yoga/c24122
Thể Thao - Dã Ngoại,Các môn thể thao khác,Yoga,Bóng tập yoga,,c24124,https://tiki.vn/bong-tap-yoga/c24124
Thể Thao - Dã Ngoại,Các môn thể thao khác,Yoga,Phụ kiện yoga khác,,c24126,https://tiki.vn/phu-kien-yoga-khac/c24126
Thể Thao - Dã Ngoại,Các môn thể thao khác,Trượt ván,Ván trượt,,c24110,https://tiki.vn/van-truot/c24110
Thể Thao - Dã Ngoại,Các môn thể thao khác,Trượt ván,Phụ kiện ván trượt,,c24112,https://tiki.vn/phu-kien-van-truot/c24112
Thể Thao - Dã Ngoại,Các môn thể thao khác,Trượt ván,Dụng cụ bảo hộ trượt ván,,c24114,https://tiki.vn/dung-cu-bao-ho-truot-van/c24114
Thể Thao - Dã Ngoại,Các môn thể thao khác,Thể dục dụng cụ,Trang phục thể dục dụng cụ,,c24028,https://tiki.vn/trang-phuc-the-duc-dung-cu/c24028
Thể Thao - Dã Ngoại,Các môn thể thao khác,Thể dục dụng cụ,Dụng cụ - thiết bị thể dục dụng cụ,,c24030,https://tiki.vn/dung-cu-thiet-bi-the-duc-dung-cu/c24030
Thể Thao - Dã Ngoại,Các môn thể thao khác,Thể dục dụng cụ,Phụ kiện thể dục dụng cụ,,c24032,https://tiki.vn/phu-kien-the-duc-dung-cu/c24032
Thể Thao - Dã Ngoại,Dụng cụ - thiết bị tập thể thao,Máy chạy bộ,,,c24130,https://tiki.vn/may-chay-bo/c24130
Thể Thao - Dã Ngoại,Dụng cụ - thiết bị tập thể thao,Xe đạp tập,,,c24132,https://tiki.vn/xe-dap-tap/c24132
Thể Thao - Dã Ngoại,Dụng cụ - thiết bị tập thể thao,Máy rung giảm cân,,,c24134,https://tiki.vn/may-rung-giam-can/c24134
Thể Thao - Dã Ngoại,Dụng cụ - thiết bị tập thể thao,Giàn tạ đa năng,,,c24136,https://tiki.vn/gian-ta-da-nang/c24136
