name_1,name_2,name_3,name_4,name_5,LEAF_CAT_ID,LEAF_CAT_URL
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Phụ kiện giặt ủi,Bàn để ủi và phụ kiện,,c23034,https://tiki.vn/ban-de-ui-va-phu-kien/c23034
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Phụ kiện giặt ủi,Cây lăn bụi,,c23036,https://tiki.vn/cay-lan-bui/c23036
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Phụ kiện giặt ủi,Giỏ đựng quần áo,,c23040,https://tiki.vn/gio-dung-quan-ao/c23040
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Phụ kiện giặt ủi,Phụ kiện giặt ủi khác,,c23042,https://tiki.vn/phu-kien-giat-ui-khac/c23042
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Phụ kiện giặt ủi,"Giá, kệ phơi quần áo",,c23254,https://tiki.vn/gia-ke-phoi-quan-ao/c23254
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Phụ kiện giặt ủi,"Móc treo, kẹp quần áo",,c2337,https://tiki.vn/moc-treo-kep-quan-ao/c2337
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Kệ nhà tắm,,,c23258,https://tiki.vn/ke-nha-tam/c23258
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Thiết bị phòng tắm,Bồn cầu,,c23270,https://tiki.vn/bon-cau/c23270
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Thiết bị phòng tắm,Lavabo,,c23272,https://tiki.vn/lavabo/c23272
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Thiết bị phòng tắm,Thiết bị phòng tắm khác,,c23276,https://tiki.vn/thiet-bi-phong-tam-khac/c23276
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Thiết bị phòng tắm,Vòi nước các loại,,c27128,https://tiki.vn/voi-nuoc-cac-loai/c27128
Nhà Cửa - Đời Sống,Đồ dùng và thiết bị nhà tắm,Phụ kiện nhà tắm khác,Rèm phòng tắm,,c23256,https://tiki.vn/rem-phong-tam/c23256
