name_1,name_2,name_3,name_4,name_5,LEAF_CAT_ID,LEAF_CAT_URL
Thể Thao - Dã Ngoại,Trang phục thể thao nữ,Áo thể thao nữ,,,c24238,https://tiki.vn/ao-the-thao-nu/c24238
Thể Thao - Dã Ngoại,Trang phục thể thao nữ,Quần thể thao nữ,,,c24240,https://tiki.vn/quan-the-thao-nu/c24240
Thể Thao - Dã Ngoại,Trang phục thể thao nữ,Quần áo đá banh nữ,,,c24242,https://tiki.vn/quan-ao-da-banh-nu/c24242
Thể Thao - Dã Ngoại,Trang phục thể thao nữ,Quần áo golf nữ,,,c24244,https://tiki.vn/quan-ao-golf-nu/c24244
Thể Thao - Dã Ngoại,Trang phục thể thao nữ,Quần áo cầu lông nữ,,,c24246,https://tiki.vn/quan-ao-cau-long-nu/c24246
Thể Thao - Dã Ngoại,Trang phục thể thao nữ,Quần áo tennis nữ,,,c24248,https://tiki.vn/quan-ao-tennis-nu/c24248
Thể Thao - Dã Ngoại,Trang phục thể thao nữ,Quần áo bóng chuyền nữ,,,c24254,https://tiki.vn/quan-ao-bong-chuyen-nu/c24254
Thể Thao - Dã Ngoại,Trang phục thể thao nữ,Quần áo bóng rổ nữ,,,c24256,https://tiki.vn/quan-ao-bong-ro-nu/c24256
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày chạy bộ nam,,,c24174,https://tiki.vn/giay-chay-bo-nam/c24174
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày bóng chuyền nam,,,c24176,https://tiki.vn/giay-bong-chuyen-nam/c24176
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày đá bóng nam,,,c24178,https://tiki.vn/giay-da-bong-nam/c24178
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày cầu lông nam,,,c24180,https://tiki.vn/giay-cau-long-nam/c24180
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày tennis nam,,,c24182,https://tiki.vn/giay-tennis-nam/c24182
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày bóng rổ nam,,,c24184,https://tiki.vn/giay-bong-ro-nam/c24184
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày bóng bàn nam,,,c24186,https://tiki.vn/giay-bong-ban-nam/c24186
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày leo núi nam,,,c24188,https://tiki.vn/giay-leo-nui-nam/c24188
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày đánh golf nam,,,c24190,https://tiki.vn/giay-danh-golf-nam/c24190
Thể Thao - Dã Ngoại,Giày thể thao nam,Giày thể thao nam khác,,,c30964,https://tiki.vn/giay-the-thao-nam-khac/c30964
Thể Thao - Dã Ngoại,Giày thể thao nữ,Giày chạy bộ nữ,,,c24218,https://tiki.vn/giay-chay-bo-nu/c24218
Thể Thao - Dã Ngoại,Giày thể thao nữ,Giày cầu lông nữ,,,c24222,https://tiki.vn/giay-cau-long-nu/c24222
Thể Thao - Dã Ngoại,Giày thể thao nữ,Giày tennis nữ,,,c24224,https://tiki.vn/giay-tennis-nu/c24224
Thể Thao - Dã Ngoại,Giày thể thao nữ,Giày bóng rổ nữ,,,c24226,https://tiki.vn/giay-bong-ro-nu/c24226
Thể Thao - Dã Ngoại,Giày thể thao nữ,Giày leo núi nữ,,,c24228,https://tiki.vn/giay-leo-nui-nu/c24228
Thể Thao - Dã Ngoại,Giày thể thao nữ,Giày bóng chuyền nữ,,,c24234,https://tiki.vn/giay-bong-chuyen-nu/c24234
Thể Thao - Dã Ngoại,Giày thể thao nữ,Giày thể thao nữ khác,,,c32874,https://tiki.vn/giay-the-thao-nu-khac/c32874
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Bóng bàn,Banh bóng bàn,,c23884,https://tiki.vn/banh-bong-ban/c23884
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Bóng bàn,Cốt vợt bóng bàn,,c23886,https://tiki.vn/cot-vot-bong-ban/c23886
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Bóng bàn,Mặt vợt bóng bàn,,c23888,https://tiki.vn/mat-vot-bong-ban/c23888
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Bóng bàn,Vợt bóng bàn,,c23890,https://tiki.vn/vot-bong-ban/c23890
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Bóng bàn,Bàn bóng bàn,,c23892,https://tiki.vn/ban-bong-ban/c23892
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Bóng bàn,Máy bắn bóng bàn,,c23894,https://tiki.vn/may-ban-bong-ban/c23894
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Bóng bàn,Phụ kiện bóng bàn,,c23896,https://tiki.vn/phu-kien-bong-ban/c23896
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Cầu lông,Vợt cầu lông,,c23898,https://tiki.vn/vot-cau-long/c23898
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Cầu lông,Quả cầu lông,,c23900,https://tiki.vn/qua-cau-long/c23900
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Cầu lông,Phụ kiện cầu lông,,c23902,https://tiki.vn/phu-kien-cau-long/c23902
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Cầu lông,Trang thiết bị sân cầu lông,,c23904,https://tiki.vn/trang-thiet-bi-san-cau-long/c23904
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Tennis,Vợt tennis,,c23906,https://tiki.vn/vot-tennis/c23906
Thể Thao - Dã Ngoại,Các môn thể thao chơi vợt,Tennis,Banh tennis,,c23908,https://tiki.vn/banh-tennis/c23908
